wordlist,list,our words,missing words
1st grade words,"Ache
adjust
affordable
alarm
alone
apologize
appetite
applause
artistic
atmosphere
attach
Bashful
basket
batch
behave
belong
bend
blink
blush
blush
bolt
bolts
borrow
bundle
Cabin
caterpillar
caution
cave
celebrate
centaur
champion
chat
cheat
chimney
compass
complain
conductor
construct
costume
cozy
cranky
crash
creak
croak
crowded
cue
curved
Daily
dainty
dart
decorate
delighted
denied
deserve
divide
dodge
drenched
drowsy
Enormous
equal
exclaim
exhausted
expensive
Fancy
fasten
filthy
flat
flee
fog
footprint
forest
freezing
Gather
giant
glad
gleaming
glum
grab
grateful
grin
grip
groan
Hatch
heap
hide
hobby
honest
howl
Illustrator
injury
Jealous
Knob
Lively
loosen
Mask
misty
modern
mountain
Narrow
Obey
Pain
passenger
pattern
pest
polish
pretend
promise
Rapid
remove
repeat
rescue
restart
return
ripe
rise
roar
rough
rusty
Scold
scratch
seed
selfish
serious
shell
shovel (verb)
shriek
sibling
silent
simple
slippery
sly
sneaky
sob
spiral
splendid
sprinkle
squirm
startle
steep
stormy
striped
surround
switch
Terrified
thick
thunder
ticket
timid
transportation
travel
trust
Upset
Weed
whimper
whirl
wicked
wicked
Yank
","['adjust', 'affordable', 'alone', 'artistic', 'atmosphere', 'basket', 'batch', 'behave', 'bend', 'blink', 'blush', 'blush', 'bolt', 'bundle', 'Cabin', 'cave', 'celebrate', 'champion', 'chat', 'chimney', 'costume', 'cozy', 'crash', 'creak', 'croak', 'Daily', 'dodge', 'drowsy', 'equal', 'expensive', 'flat', 'flee', 'fog', 'forest', 'glad', 'glum', 'grab', 'grateful', 'grin', 'grip', 'groan', 'Hatch', 'hide', 'honest', 'howl', 'Illustrator', 'Knob', 'Mask', 'Obey', 'Pain', 'pest', 'polish', 'Rapid', 'remove', 'return', 'ripe', 'rise', 'rough', 'Scold', 'scratch', 'seed', 'selfish', 'shell', 'shriek', 'sibling', 'silent', 'simple', 'sly', 'sob', 'sprinkle', 'startle', 'steep', 'surround', 'switch', 'thick', 'travel', 'trust', 'Upset', 'Weed', 'Yank']","['Ache', 'alarm', 'apologize', 'appetite', 'applause', 'attach', 'Bashful', 'belong', 'bolts', 'borrow', 'caterpillar', 'caution', 'centaur', 'cheat', 'compass', 'complain', 'conductor', 'construct', 'cranky', 'crowded', 'cue', 'curved', 'dainty', 'dart', 'decorate', 'delighted', 'denied', 'deserve', 'divide', 'drenched', 'Enormous', 'exclaim', 'exhausted', 'Fancy', 'fasten', 'filthy', 'footprint', 'freezing', 'Gather', 'giant', 'gleaming', 'heap', 'hobby', 'injury', 'Jealous', 'Lively', 'loosen', 'misty', 'modern', 'mountain', 'Narrow', 'passenger', 'pattern', 'pretend', 'promise', 'repeat', 'rescue', 'restart', 'roar', 'rusty', 'serious', 'shovel (verb)', 'slippery', 'sneaky', 'spiral', 'splendid', 'squirm', 'stormy', 'striped', 'Terrified', 'thunder', 'ticket', 'timid', 'transportation', 'whimper', 'whirl', 'wicked', 'wicked', '']"
