Conteville Wind Farm France,France,Please Select,49.1,-0.23,4,"Conteville, Calvados, France",Please Select,2,8.5,,Please Select,ABO Wind AG,100,,,ABO Wind AG,,,
Corbières Maritimes Wind Farm France,France,Please Select,43,3,8.8,"Sigean, Port La Nouvelle, Port La Nouvelle, Aube, France",Please Select,15,20,,Please Select,"La Compagnie du Vent / GDF SUEZ, La Compagnie du Vent / GDF SUEZ, La Compagnie du Vent / GDF SUEZ",100,,,"La Compagnie du Vent / GDF SUEZ, La Compagnie du Vent / GDF SUEZ, La Compagnie du Vent / GDF SUEZ",,,http://www.thewindpower.net/wind-farm-53-corbieres-maritimes-gamesa-g47-660.php
Coren Wind Farm France,France,Please Select,45.08,3.11,15,"Coren, Cantal, France",Please Select,5,31,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-81-coren-vestas-v90-3000.php
Corlay Wind Farm France,France,Please Select,48.3167,-3.05,4.25,"Caurel, Saint Mayeux, Cotes-d'Armor, France",Please Select,5,9,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-2688-corlay-gamesa-nd.php
Cormainville / Guillonville Wind Farm France,France,Please Select,48.1181,1.6333,60,"Guillonville, Cormainville, Eure-et-Loir, France",Please Select,30,128,,Please Select,VOLKSWIND,100,,,VOLKSWIND,,,http://www.thewindpower.net/wind-farm-66-cormainville-vestas-v80-2000.php
Cotentin Wind Farm France,France,Please Select,49.42,-1.71,7.5,"Sortosville en Beaumont, Manche, France",Please Select,5,16,,Please Select,EOLE-RES,100,,,EOLE-RES,,,http://www.thewindpower.net/wind-farm-21-cotentin-ge-1.5s.php
Courcelles sur Aire Wind Farm France,France,Please Select,48.9502,5.2496,11.5,"Courcelles sur Aire, Meuse, France",Please Select,5,24,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-74-courcelles-sur-aire-nordex-n90-2300.php
Coyecques Wind Farm France,France,Please Select,50.5977,2.2177,8,"Coyecques, Pas-de-Calais, France",Please Select,4,18,,Please Select,MAÏA EOLIS,100,,,MAÏA EOLIS,,,http://www.thewindpower.net/wind-farm-236-le-mont-de-ponche-repower-mm82.php
Cruas Wind Farm France,France,Please Select,44.63,4.76,6,"Cruas, Ardèche, France",Please Select,2,13,,Please Select,EDF (Electriié de France),100,,,EDF (Electriié de France),,,http://www.thewindpower.net/wind-farm-458-cruas-vestas-v90-3000.php
Cuxac Cabardès Wind Farm France,France,Please Select,43.39,2.28,12,"Cuxac Cabardès, Aube, France",Please Select,6,28,,Please Select,EOLE-RES,100,,,EOLE-RES,,,http://www.thewindpower.net/wind-farm-385-cuxac-cabard-s-vestas-v80-2000.php
Côtes de Champagne Wind Farm France,France,Please Select,48.82,4.64,19.55,"Saint Amand sur Fion, Bassu, Marne, France",Please Select,23,40,,Please Select,Française d’Eoliennes,100,,,Française d’Eoliennes,,,http://www.thewindpower.net/wind-farm-5-cotes-de-champagne-gamesa-g58-850.php
Derval et Lusanger Wind Farm France,France,Please Select,47.7,-1.59,16,"Derval, Lusanger, Loire-Atlantique, France",Please Select,8,34,,Please Select,EPURON,100,,,EPURON,,,http://www.thewindpower.net/wind-farm-193-derval-et-lusanger-repower-mm82.php
Dinéault Wind Farm France,France,Please Select,48.1996,-4.1269,1.2,"Dineault, Finistère, France",Please Select,4,2,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-313-dineault-windmaster-wm28-300.php
Dio et Valquières Wind Farm France,France,Please Select,43.68,3.21,11.69,"Dio et Valquières, Hérault, France",Please Select,7,27,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-208-dio-et-valqui-res-ecotecnia-74.php
Dirinon Wind Farm France,France,Please Select,48.39,-4.26,1.7,"Dirinon, Finistère, France",Please Select,2,3,,Please Select,EDF (Electriié de France),100,,,EDF (Electriié de France),,,http://www.thewindpower.net/wind-farm-306-dirinon-vestas-v52-850.php
Donzère Wind Farm France,France,Please Select,44.45,4.75,3,"Donzère, Drôme, France",Please Select,5,6,,Please Select,Sinerg,100,,,Sinerg,,,http://www.thewindpower.net/wind-farm-9-donzere-nordex-n43-600.php
Erbray et Soudan Wind Farm France,France,Please Select,47.65,-1.3,18.4,"Soudan, Erbray, Loire-Atlantique, France",Please Select,8,39,,Please Select,Energieteam,100,,,Energieteam,,,http://www.thewindpower.net/wind-farm-69-soudan-et-erbray-enercon-e70-2300.php
Ersa Rogliano Wind Farm France,France,Please Select,42.9678,9.3803,12,"Petraggine, Rogliano, Ersa, Haute-Corse, France",Please Select,20,25,,Please Select,"EDF Energies Nouvelles, EDF Energies Nouvelles",100,,,"EDF Energies Nouvelles, EDF Energies Nouvelles",,,http://www.thewindpower.net/wind-farm-83-cap-corse-nordex-n43-600.php
Escales I Wind Farm France,France,Please Select,43.21,2.72,7.5,"Escales, Aube, France",Please Select,10,17,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-43-escales-1-jeumont-j48-750.php
Fierville Wind Farm France,France,Please Select,49.07,-0.19,28,"Fierville, Calvados, France",Please Select,14,60,,Please Select,EDF Energies Nouvelles,100,,,EDF Energies Nouvelles,,,http://www.thewindpower.net/wind-farm-5283-fierville-bray-repower-mm92.php
Fitou Wind Farm France,France,Please Select,42.9,2.96,22.1,"Fitou, Aube, France",Please Select,17,51,,Please Select,IBERDROLA RENOVABLES,100,,,IBERDROLA RENOVABLES,,,http://www.thewindpower.net/wind-farm-329-fitou-i-nordex-n60-1300.php
Fond de Fresne Wind Farm France,France,Please Select,49.99,1.74,10,"Saint Maxent, Doudelainville, Fresne Tilloloy, Somme, France",Please Select,5,22,,Please Select,THEOLA / VENTURA,100,,,THEOLA / VENTURA,,,http://www.thewindpower.net/wind-farm-51-fonds-de-fresnes-repower-mm82.php
Fond de Plaine Wind Farm France,France,Please Select,43.17,2.82,4,"Luc sur Orbieu, Aube, France",Please Select,2,9,,Please Select,Poweo,100,,,Poweo,,,http://www.thewindpower.net/wind-farm-3960-fond-de-plaine-repower-mm70.php
Fontanelles Wind Farm France,France,Please Select,43.76,2.9,7.8,"Brusque, Aveyron, France",Please Select,6,17,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-209-fontanelles-nordex-n60-1300.php
Fos sur Mer Wind Farm France,France,Please Select,43.31,5.37,10,"Fos sur mer, Bouches-du-Rhône, France",Please Select,4,21,,Please Select,Compagnie Nationale du Rhône (CNR),100,,,Compagnie Nationale du Rhône (CNR),,,http://www.thewindpower.net/wind-farm-410-port-autonome-de-marseille-nordex-n80-2500.php
Freigné Wind Farm France,France,Please Select,47.55,-1.12,9.2,"Freigné, Maine-et-Loire, France",Please Select,4,19,,Please Select,Energieteam,100,,,Energieteam,,,http://www.thewindpower.net/wind-farm-397-freign-enercon-e70-2300.php
Frenouville Wind Farm France,France,Please Select,49.14,-0.24,12,"Frenouville, Calvados, France",Please Select,6,25,,Please Select,InnoVent,100,,,InnoVent,,,http://www.thewindpower.net/wind-farm-5282-frenouville-enercon-e82-2000.php
Fresnes en Saulnois Wind Farm France,France,Please Select,48.83,6.43,12.5,"Fresnes en Saulnois, Moselle, France",Please Select,5,26,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-467-fresnes-en-saulnois-nordex-n90-2500.php
Freyssenet Wind Farm France,France,Please Select,44.68,4.55,9.6,"Freyssenet, Freyssenet, Ardèche, France",Please Select,6,21,,Please Select,", ecovent",100,,,", ecovent",,,http://www.thewindpower.net/wind-farm-38-freyssenet-enercon-e40-600.php
Fruges Wind Farm France,France,Please Select,50.5058,2.1099,140,"Fruges, Coupelle Vieille, Radinghem, Verchin, Ambricourt, Crequy, Hezecques, Pas-de-Calais, France",Please Select,70,315,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-184-fruges-enercon-e70-2000.php
Fécamp Wind Farm France,France,Please Select,49.7689,0.3828,4.5,"Fécamp, Seine-Maritime, France",Please Select,5,9,,Please Select,EDF Energies Nouvelles,100,,,EDF Energies Nouvelles,,,http://www.thewindpower.net/wind-farm-104-f-camp-neg-micon-nm52-900.php
Garcelles Wind Farm France,France,Please Select,49.09,-0.26,16,"Garcelles Secqueville, Calvados, France",Please Select,8,34.2,,Please Select,Intervent SAS / DGE,100,,,Intervent SAS / DGE,,,http://www.thewindpower.net/wind-farm-3986-garcelles-nd-nd.php
Goulien Wind Farm France,France,Please Select,48.0654,-4.5757,6,"Goulien, Finistère, France",Please Select,8,13,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-28-goulien-neg-micon-nm48-750.php
Grand Fougeray Wind Farm France,France,Please Select,47.72,-1.73,2.4,"Grand Fougeray, Ille-et-Vilaine, France",Please Select,2,4,,Please Select,InnoVent,100,,,InnoVent,,,http://www.thewindpower.net/wind-farm-192-grand-fougeray-winwind-wwd-1-64.php
Gueltas Wind Farm France,France,Please Select,48.0837,-2.8191,9,"Gueltas, Noyal Pontivy, Morbihan, France",Please Select,6,19,,Please Select,EDP Renováveis,100,,,EDP Renováveis,,,http://www.thewindpower.net/wind-farm-300-gueltas-noyal-pontivy-repower-md77.php
Guerlédan Wind Farm France,France,Please Select,48.2268,-3.0408,4.25,"Caurel, Saint Mayeux, Cotes-d'Armor, France",Please Select,5,9,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-32-guerledan-vestas-v52-850.php
Gueures Wind Farm France,France,Please Select,49.8486,0.9797,12.5,"Gueures, Seine-Maritime, France",Please Select,5,26.5,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-3793-gueures-nordex-nd.php
Guéhenno Wind Farm France,France,Please Select,47.8968,-2.6681,3.6,"Guéhenno, Morbihan, France",Please Select,3,6,,Please Select,InnoVent,100,,,InnoVent,,,http://www.thewindpower.net/wind-farm-371-gu-henno-winwind-wwd-1-64.php
Hargicourt Wind Farm France,France,Please Select,49.7124,2.5111,16,"Hargicourt, Somme, France",Please Select,8,34.2,,Please Select,InnoVent,100,,,InnoVent,,,http://www.thewindpower.net/wind-farm-1266-hargicourt-enercon-e82-2000.php
Harpen Hauts Traits Wind Farm France,France,Please Select,49.9161,1.2994,9.2,"Gouchaupré, Seine-Maritime, France",Please Select,4,20,,Please Select,RWE,100,,,RWE,,,http://www.thewindpower.net/wind-farm-198-harpen-hauts-traits-nordex-n90-2300.php
Harpen Petits Caux Wind Farm France,France,Please Select,49.96,1.25,9.2,"Tourville la Chapelle, Seine-Maritime, France",Please Select,4,20,,Please Select,RWE,100,,,RWE,,,http://www.thewindpower.net/wind-farm-200-harpen-petits-caux-nordex-n90-2300.php
Haut Cabardès  Wind Farm France,France,Please Select,43.39,2.45,20.8,"Cabrespine, Pradelles Cabardès, Cabrespine, Aube, France",Please Select,16,48,,Please Select,"EOLE-RES, EOLE-RES",100,,,"EOLE-RES, EOLE-RES",,,http://www.thewindpower.net/wind-farm-311-haut-cabard-s-cabrespine-bonus-b62-1300.php
Haut Languedoc Wind Farm France,France,Please Select,43.65,2.9,29.9,"Murat sur Vèbre, Cambon, Salvergues, Hérault, France",Please Select,23,70,,Please Select,EOLE-RES,100,,,EOLE-RES,,,http://www.thewindpower.net/wind-farm-389-haut-languedoc-siemens-swt-1.3-62.php
Hautevesnes Wind Farm France,France,Please Select,49.11,3.24,12,"Hautevesnes, Aisne, France",Please Select,6,26,,Please Select,MAÏA EOLIS,100,,,MAÏA EOLIS,,,http://www.thewindpower.net/wind-farm-5271-le-vieux-moulin-repower-nd.php
Hauteville Wind Farm France,France,Please Select,49.87,3.52,22,"Hauteville, Aisne, France",Please Select,11,48,,Please Select,VOLKSWIND,100,,,VOLKSWIND,,,http://www.thewindpower.net/wind-farm-465-hauteville-vestas-nd.php
Hauts de Blâmont Wind Farm France,France,Please Select,48.63,6.91,4,"Richevam, Moselle, France",Please Select,2,8,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-3995-hauts-de-bl-mont-repower-nd.php
Hauts de Melleray Wind Farm France,France,Please Select,48.21,1.9,10,"Janville, Oinville St Liphard, Eure-et-Loir, France",Please Select,4,21,,Please Select,JP Energie Environnement (JPEE ),100,,,JP Energie Environnement (JPEE ),,,http://www.thewindpower.net/wind-farm-72-hauts-de-melleray-nordex-n90-2500.php
Hescamps Wind Farm France,France,Please Select,49.73,1.87,6,"Hescamps, Somme, France",Please Select,5,13,,Please Select,InnoVent,100,,,InnoVent,,,http://www.thewindpower.net/wind-farm-731-hescamps-winwind-nd.php
Hombleux Wind Farm France,France,Please Select,49.7346,3.0059,18,"Hombleux, Somme, France",Please Select,9,38.5,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-3993-hombleux-nd-nd.php
Hétomesnil Wind Farm France,France,Please Select,49.6351,2.0478,23,"Hétomesnil, Oise, France",Please Select,10,50,,Please Select,ERG Renew / Enerfrance,100,,,ERG Renew / Enerfrance,,,http://www.thewindpower.net/wind-farm-402-la-branche-morte-nordex-n90-2300.php
Is en Bassigny Wind Farm France,France,Please Select,48.0195,5.4704,12,"Is en Bassigny, Haute-Marne, France",Please Select,6,24,,Please Select,Poweo,100,,,Poweo,,,http://www.thewindpower.net/wind-farm-3248-is-en-bassigny-vestas-v90-2000.php
Janville Wind Farm France,France,Please Select,48.1864,1.8906,34.5,"Poinville, Santilly, Janville, Poinville, Santilly, Eure-et-Loir, France",Please Select,15,73,,Please Select,", JP Energie Environnement (JPEE )",100,,,", JP Energie Environnement (JPEE )",,,http://www.thewindpower.net/wind-farm-17-janville-nordex-n90-2300.php
Keranfouler Wind Farm France,France,Please Select,48.45,-3.32,9.1,"Pont Melvez, Cotes-d'Armor, France",Please Select,7,20,,Please Select,EDP Renováveis,100,,,EDP Renováveis,,,http://www.thewindpower.net/wind-farm-212-keranfouler-siemens-nd.php
Kergrist Wind Farm France,France,Please Select,48.1467,-2.9319,17.9,"Kergrist, Kergrist, Morbihan, France",Please Select,11,39,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-267-kergrist-vestas-v52-850.php
Kerigaret Wind Farm France,France,Please Select,48.03,-4.43,12,"Mahalon, Guiler sur Goyen, Plozevet, Finistère, France",Please Select,8,26,,Please Select,La Compagnie du Vent / GDF SUEZ,100,,,La Compagnie du Vent / GDF SUEZ,,,http://www.thewindpower.net/wind-farm-211-kerigaret-acciona-aw-77-1500.php
Kerlan Wind Farm France,France,Please Select,48.38,-3.3,5.6,"Maël Pestivien, Cotes-d'Armor, France",Please Select,7,13,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-364-kerlan-enercon-nd.php
L'Ile de Olonne Wind Farm France,France,Please Select,46.56,-1.76,4.8,"Cheme, Vendée, France",Please Select,6,10.3,,Please Select,Syndicat Départemental d’Energie et d’Equipement de la Vendée (SyDEV / REVe),100,,,Syndicat Départemental d’Energie et d’Equipement de la Vendée (SyDEV / REVe),,,
La Butte des Fraus Wind Farm France,France,Please Select,48.0968,-2.4812,12,"Ménéac, Mohon, Morbihan, France",Please Select,6,26,,Please Select,IBERDROLA RENOVABLES,100,,,IBERDROLA RENOVABLES,,,http://www.thewindpower.net/wind-farm-372-la-butte-des-fraus-vestas-v80-2000.php
La Citadelle Wind Farm France,France,Please Select,45.02,4.4,13.8,"Saint Agrève, Désaignes, Ardèche, France",Please Select,6,30,,Please Select,VSB énergies nouvelles,100,,,VSB énergies nouvelles,,,http://www.thewindpower.net/wind-farm-462-saint-agr-ve-la-citadelle-enercon-e70-2300.php
La Gaillarde Wind Farm France,France,Please Select,49.8325,0.8389,12.5,"Saint Pierre Le Viger, Iger, Seine-Maritime, France",Please Select,5,27,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-3992-saint-pierre-le-viger-nordex-n90-2500.php
La Gralière Wind Farm France,France,Please Select,46.91,-0.81,8,"Mauléon, Saint Amand sur Sèvre, Deux-Sèvres, France",Please Select,4,16,,Please Select,EOLFI,100,,,EOLFI,,,http://www.thewindpower.net/wind-farm-3813-la-greli-re-repower-mm92.php
La Haie au Vent Stenay Wind Farm France,France,Please Select,49.52,5.19,10,"Stenay, Meuse, France",Please Select,5,21,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-219-la-haie-au-vent-stenay-gamesa-g90-2000.php
La Haute Lys Wind Farm France,France,Please Select,50.5558,2.1896,37.5,"Vincly, Reclingham, Renty ,Fauquembergues, Pas-de-Calais, France",Please Select,25,84,,Please Select,Séchilienne-Sidec,100,,,Séchilienne-Sidec,,,http://www.thewindpower.net/wind-farm-23-haute-lys-ge-1.5s.php
La Hértoudière Wind Farm France,France,Please Select,48.99,-0.95,8,"Guilberville Hértoudière, Manche, France",Please Select,4,17,,Please Select,Gamesa,100,,,Gamesa,,,http://www.thewindpower.net/wind-farm-592-hamel-au-brun-gamesa-g87-2000.php
La Marette Wind Farm France,France,Please Select,49.587,2.293,11.5,"Saint André Farivillers, Oise, France",Please Select,5,25,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-262-la-marette-enercon-e70-e4.php
La Nourais Wind Farm France,France,Please Select,47.8,-1.74,10,"Grand Fougeray, Le Noë Blanche, Ille-et-Vilaine, France",Please Select,5,22,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-195-la-nourais-gamesa-g80-2000.php
La Plaine Auboise Wind Farm France,France,Please Select,48.48,4.03,41.4,"Chapelle Valon, Grandes Chapelles, Nozay, Premierfait, Voué, Aube, France",Please Select,18,84,,Please Select,EOLFI,100,,,EOLFI,,,http://www.thewindpower.net/wind-farm-3956-les-banl-es-siemens-swt-2.3-93.php
La Plaine Wind Farm France,France,Please Select,46.46,-0.98,13.6,"Les Champs de la Seppe, Le Barillon et les Masures, Vendée, France",Please Select,17,29,,Please Select,"Syndicat Départemental d’Energie et d’Equipement de la Vendée (SyDEV / REVe), Syndicat Départemental d’Energie et d’Equipement de la Vendée (SyDEV / REVe)",100,,,"Syndicat Départemental d’Energie et d’Equipement de la Vendée (SyDEV / REVe), Syndicat Départemental d’Energie et d’Equipement de la Vendée (SyDEV / REVe)",,,http://www.thewindpower.net/wind-farm-432-mouzeuil-st-martin-le-langon-enercon-e53-800.php
La Voie Sacrée Wind Farm France,France,Please Select,48.87,5.255,54,"Beausite, Raival, Courcelle sur aire, Erize la petite, Maurechamp, Meuse, France",Please Select,27,113,,Please Select,Française d’Eoliennes,100,,,Française d’Eoliennes,,,http://www.thewindpower.net/wind-farm-67-voie-sacree-gamesa-g90-2000.php
Laneuville au Rupt Wind Farm France,France,Please Select,48.7142,5.5813,10,"Laneuville au Rupt, Meuse, France",Please Select,5,21,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-421-laneuville-au-rupt-repower-mm92.php
Lanfains Wind Farm France,France,Please Select,48.3527,-2.9245,7.5,"Lanfains, Cotes-d'Armor, France",Please Select,5,16,,Please Select,Sinerg,100,,,Sinerg,,,http://www.thewindpower.net/wind-farm-61-lanfains-neg-micon-nm64-1500.php
Langoëlan Wind Farm France,France,Please Select,48.14,-3.22,1.8,"Langoëlan, Morbihan, France",Please Select,2,3,,Please Select,THEOLA,100,,,THEOLA,,,http://www.thewindpower.net/wind-farm-304-lango-lan-neg-micon-nm52-900.php
Lanrivoaré I Wind Farm France,France,Please Select,48.47,-4.62,2.6,"Lanrivoaré, Finistère, France",Please Select,2,6.2,,Please Select,juwi,100,,,juwi,,,http://www.thewindpower.net/wind-farm-368-lanrivoar-nordex-n60-1300.php
Lascombe Wind Farm France,France,Please Select,44,2.7,1.7,"Broquiès, Aveyron, France",Please Select,2,3,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-276-lascombe-gamesa-g52-850.php
Lauzach Wind Farm France,France,Please Select,47.61,-2.54,10,"Lauzach, Ambon, Morbihan, France",Please Select,5,22,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-5277-lauzach-repower-mm92.php
Le Bernard Wind Farm France,France,Please Select,46.4234,-1.4532,11.5,"Le Bernard, Vendée, France",Please Select,5,24,,Please Select,Syndicat Départemental d’Energie et d’Equipement de la Vendée (SyDEV / REVe),100,,,Syndicat Départemental d’Energie et d’Equipement de la Vendée (SyDEV / REVe),,,http://www.thewindpower.net/wind-farm-431-les-m-tairies-nordex-n90-2300.php
Le Cornouiller Wind Farm France,France,Please Select,49.5485,2.2902,11.5,"Thieux, Noyers Saint Martin, Oise, France",Please Select,5,25,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-400-le-cornouiller-nordex-n90-2300.php
Le Crouzet Chaffol Wind Farm France,France,Please Select,44.69,3.62,6.68,"Crouzel Chaffol, Lozère, France",Please Select,4,14,,Please Select,Réseau de Transport d'Electricité (RTE) / EDF,100,,,Réseau de Transport d'Electricité (RTE) / EDF,,,
Le Gollot Wind Farm France,France,Please Select,48.45,-3.33,10.4,"Pont Melvez, Cotes-d'Armor, France",Please Select,8,22,,Please Select,EDP Renováveis,100,,,EDP Renováveis,,,http://www.thewindpower.net/wind-farm-213-le-gollot-siemens-nd.php
Le Haut Corlay Wind Farm France,France,Please Select,48.3283,-3.0522,9,"Le Haut Corlay, Cotes-d'Armor, France",Please Select,6,19,,Please Select,Sinerg,100,,,Sinerg,,,http://www.thewindpower.net/wind-farm-60-le-haut-corlay-neg-micon-nm64-1500.php
Le Haut des Ailes Wind Farm France,France,Please Select,48.6325,6.8754,44,"Igney, Foulcrey, Repaix, Moselle, France",Please Select,22,92,,Please Select,Erelia / GDF SUEZ,100,,,Erelia / GDF SUEZ,,,http://www.thewindpower.net/wind-farm-292-le-haut-des-ailes-repower-mm82.php
Le Portel Wind Farm France,France,Please Select,50.7224,1.565,3,"Le Portel, Pas-de-Calais, France",Please Select,4,6,,Please Select,InnoVent,100,,,InnoVent,,,http://www.thewindpower.net/wind-farm-199-le-portel-lagerwey-lw750-52.php
Le Quarnon : Mont Faverget Wind Farm France,France,Please Select,48.86,4.51,4,"Pogny, Marne, France",Please Select,2,8,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-8-le-quarnon-mont-faverget-repower-mm82.php
Lehaucourt Gricourt Wind Farm France,France,Please Select,49.9167,3.2833,22,"Gricourt, Lehaucourt, Aisne, France",Please Select,11,48,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-2698-lehaucourt-gricourt-vestas-nd.php
Lehaucourt Wind Farm France,France,Please Select,49.9167,3.2833,10,"Lehaucourt, Aisne, France",Please Select,4,22,,Please Select,Société Nationale d'Electricité et de Thermique (SNET),100,,,Société Nationale d'Electricité et de Thermique (SNET),,,http://www.thewindpower.net/wind-farm-399-l-haucourt-nordex-n90-2500.php
Leign Ar Gasprenn Wind Farm France,France,Please Select,48.31,-3.81,8,"Collorec, Finistère, France",Please Select,4,17,,Please Select,Enel Erelis,100,,,Enel Erelis,,,http://www.thewindpower.net/wind-farm-234-leign-ar-gasprenn-enercon-e70-2000.php
Les Barthes Wind Farm France,France,Please Select,44.93,4.07,16,"Freycenet la Tour, Sagne Plonne, Haute-Loire, France",Please Select,8,35,,Please Select,"EDF Energies Nouvelles, EDF Energies Nouvelles",100,,,"EDF Energies Nouvelles, EDF Energies Nouvelles",,,http://www.thewindpower.net/wind-farm-470-les-barthes-enercon-e70-2000.php
Les Champs Blancs Wind Farm France,France,Please Select,46.3917,-0.6147,10,"Benet, Vendée, France",Please Select,5,21,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-233-les-champs-blancs-vestas-v80-2000.php
Les Chandelles Wind Farm France,France,Please Select,49.6539,2.2995,11.5,"Breteuil, Paillart, Oise, France",Please Select,5,25,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-403-les-chandelles-nordex-n90-2300.php
Les Crêtes Wind Farm France,France,Please Select,47.14,-0.68,10,"La Tourlandry, Maine-et-Loire, France",Please Select,4,21,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-3353-les-cr-tes-nordex-n90-2500.php
Les Eparmonts Wind Farm France,France,Please Select,48.385,5.067,12,"Brachay, Blécourt, Ferrière et Lafolie, Haute-Marne, France",Please Select,8,24,,Please Select,Enel Erelis,100,,,Enel Erelis,,,http://www.thewindpower.net/wind-farm-3246-les-eparmonts-repower-md77.php
Les Malandaux Wind Farm France,France,Please Select,48.86,4.52,4,"Pogny, Omey, Marne, France",Please Select,2,8,,Please Select,JMB Energie,100,,,JMB Energie,,,http://www.thewindpower.net/wind-farm-305-les-malandaux-repower-mm82.php
Les Pénages Wind Farm France,France,Please Select,47.93,1.33,11.5,"Moisy, Ouzouer le Doyen, Loir-et-Cher, France",Please Select,5,24,,Please Select,JP Energie Environnement (JPEE ),100,,,JP Energie Environnement (JPEE ),,,http://www.thewindpower.net/wind-farm-580-les-penages-nordex-n90-2300.php
Les Trois Muids Wind Farm France,France,Please Select,48.0804,1.6978,11.5,"Terminiers, Eure-et-Loir, France",Please Select,5,24,,Please Select,,100,,,,,,http://www.thewindpower.net/wind-farm-71-les-trois-muids-nordex-n90-2300.php
Les Vatines Wind Farm France,France,Please Select,49.8,1.51,12.5,"Callengeville, Preuseville, Seine-Maritime, France",Please Select,5,27,,Please Select,EDP Renováveis,100,,,EDP Renováveis,,,http://www.thewindpower.net/wind-farm-466-les-vatines-nordex-n90-2500.php
Les Vents de Cemon Wind Farm France,France,Please Select,48.84212455,4.354362488,27.5,"Cernon, Marne, Champagne-Ardenne, France",Please Select,11,56,,Please Select,SNET,,,Nass and Wind Technology,Société Nationale d'Electricité et de Thermique (SNET),,,http://www.suivi-eolien.com/index.php?section=planSite
Les moulins de Boulay Wind Farm France,France,Please Select,49.2,6.5,10,"Boulay Moselle, Moselle, France",Please Select,4,21,,Please Select,Poweo,100,,,Poweo,,,http://www.thewindpower.net/wind-farm-586-les-moulins-de-boulay-nordex-n90-2500.php
Lestrade Wind Farm France,France,Please Select,44.04,2.63,11.5,"Lestrade et Thouels, Aveyron, France",Please Select,5,25,,Please Select,juwi,100,,,juwi,,,http://www.thewindpower.net/wind-farm-2684-lestrade-enercon-e70-2300.php
Lihus Wind Farm France,France,Please Select,49.61,2.04,11.5,"Lihus, Oise, France",Please Select,5,25,,Please Select,ERG Renew / Enerfrance,100,,,ERG Renew / Enerfrance,,,http://www.thewindpower.net/wind-farm-401-le-moulin-d-moli-nordex-n90-2300.php
Lomont Wind Farm France,France,Please Select,47.35,6.67,30,"Vyt les Belvoir, Valonne, Solemont, Feule, Doubs, France",Please Select,15,61,,Please Select,EOLE-RES,100,,,EOLE-RES,,,http://www.thewindpower.net/wind-farm-214-lomont-vestas-v90-2000.php
Longs Champs Wind Farm France,France,Please Select,50.11,2.21,8.35,"Fienvilliers, Somme, France",Please Select,5,18,,Please Select,La Compagnie du Vent / GDF SUEZ,100,,,La Compagnie du Vent / GDF SUEZ,,,http://www.thewindpower.net/wind-farm-408-longchamps-ecotecnia-80-1.6.php
Longue Epine Wind Farm France,France,Please Select,49.9941,1.7451,10,"Saint Maxent, Somme, France",Please Select,5,22,,Please Select,EDF Energies Nouvelles,100,,,EDF Energies Nouvelles,,,http://www.thewindpower.net/wind-farm-406-longue-epine-repower-mm82.php
Longuyon Wind Farm France,France,Please Select,49.4625,5.6374,23,"Revémont, Braumont, Viviers sur Chiers, Meurthe-et-Moselle, France",Please Select,11,47,,Please Select,"EOLFI, EOLFI",100,,,"EOLFI, EOLFI",,,http://www.thewindpower.net/wind-farm-3352-rev-mont-siemens-nd.php
Lou Paou Wind Farm France,France,Please Select,44.51,3.5,14,"Chastel Nouvel, Rieutort de Randon, Lozère, France",Please Select,7,32,,Please Select,EDF Energies Nouvelles,100,,,EDF Energies Nouvelles,,,http://www.thewindpower.net/wind-farm-392-lou-paou-enercon-nd.php
