Mihama Nuclear Power Plant Japan,Japan,Mothballed Full,35.7024,135.9634,780,Pressurized Water Reactor (PWR),"Fukui, Japan",National Grid,KANSAI ELECTRIC POWER CO.,,,"WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS) for units 1 and 2, MHI (MITSUBISHI HEAVY INDUSTRIES LTD.) for unit 3",KANSAI ELECTRIC POWER CO.,,,http://www.iaea.org/programmes/a2/ (IAEA PRIS Database)
Ignalina Nuclear Power Plant Lithuania,Lithuania,Decommissioned,55.6043,26.5624,1300,Gas Cooled Reactor (GCR),Lithuania,National Grid,The Republic of Lithuania,100,Government,"MAEP (MINATOMENERGOPROM, MINISTRY OF NUCLEAR POWER AND INDUSTRY)",IGNALINA NUCLEAR POWER PLANT,,,http://www.iaea.org/programmes/a2/      (IAEA PRIS database)
Laguna Verde Nuclear Power Plant Mexico,Mexico,Operating Fully,19.719,-96.406,1364,Boiling Water Reactor (BWR),"Veracruz, Mexico",National Grid,COMISION FEDERAL DE ELECTRICIDAD,,,GE (GENERAL ELECTRIC CO.),COMISION FEDERAL DE ELECTRICIDAD,,,http://www.iaea.org/programmes/a2/      (IAEA PRIS database)
Borssele Nuclear Power Plant Netherlands,Netherlands,Operating Fully,51.4311,3.7175,515,Pressurized Water Reactor (PWR),"Zeeland, Netherlands",National Grid,N.V. ELEKTRICITEITS-PRODUKTIEMAATSCHAPPIJ ZUID-NEDERLAND,,,S/KWU (SIEMENS/KRAFTWERK UNION AG),N.V. ELEKTRICITEITS-PRODUKTIEMAATSCHAPPIJ ZUID-NEDERLAND,,,http://www.iaea.org/programmes/a2/      (IAEA PRIS database)
Chasnupp Nuclear Power Plant Pakistan,Pakistan,Operating Fully,32.392,71.46164,1230,Pressurized Water Reactor (PWR),"Kundian, Chashma, Punjab, Pakistan",National Grid,PAKISTAN ATOMIC ENERGY COMMISSION,100,Government Central,"Ministry of Nuclear Industry, China Zhongyuan Engineering Corp",PAKISTAN ATOMIC ENERGY COMMISSION,,,http://www.iaea.org/programmes/a2/      (IAEA PRIS database)
Kanupp Nuclear Power Reactor Pakistan,Pakistan,Operating Fully,24.845,66.7888,137,Pressurized Heavy Water Reactor (PHWR),"Sind, Pakistan",National Grid,PAKISTAN ATOMIC ENERGY COMMISSION,100,,CGE (CANADIAN GENERAL ELECTRIC),PAKISTAN ATOMIC ENERGY COMMISSION,,,http://www.iaea.org/programmes/a2/      (IAEA PRIS database)
Chinshan Nuclear Power Plant Taiwan,Republic of China Taiwan,Please Select,25.286057802906,121.5873670578,1272,Please Select,Taiwan,Please Select,Taiwan Power Company,,Government,"Ebasco, GE and Taiwan Power Co",Taipower (TAIWAN POWER CO.),,,http://www.iaea.org/programmes/a2/      (IAEA PRIS database)
Kuosheng Nuclear Power Plant Taiwan,Republic of China Taiwan,Please Select,25.2025,121.66286004055,1936,Please Select,"Kuosheng, Taiwan",Please Select,Taiwan Power Co (Taipower),,Government,"Bechtel, Taiwan Power Co and GE",TPC (TAIWAN POWER CO.),,,http://www.iaea.org/programmes/a2/   (Pub1353_web.pdf)
Lungmen Nuclear Power Plant Taiwan,Republic of China Taiwan,Please Select,25.037860463212,121.92451000214,2700,Please Select,"Gongliao Township, Taipei, Taiwan",Please Select,Taiwan Power Company,,Government,,Taiwan Power Company,,,http://www.iaea.or.at/programmes/a2/
Maanshan Nuclear Power Plant Taiwan,Republic of China Taiwan,Please Select,21.958882107428,120.75014386485,1780,Please Select,"Maanshan, Taiwan",Please Select,Taiwan Power Company,,Government,"Bechtel, WESTINGHOUSE, Paipower",TPC (TAIWAN POWER CO.),,,http://www.iaea.org/programmes/a2/    (Pub1353_web.pdf
Hanbit (Yonggwang) Nuclear Power Plant South Korea,Republic of Korea,Operating Fully,35.4105,126.4175,6000,Pressurized Water Reactor (PWR),"Yongwang, South Korea",National Grid,Korea Electric and Power Company (KEPCO),,Government,"WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS) for units 1 and 2, DHICKAEC (DOOSAN HEAVY INDUSTRIES & CONSTRUCTION CO.LTD./KOREA ATOMICENERGY RES",Korea Electric and Power Company (KEPCO),,,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=KR      (IAEA PRIS database)
Hanul (Ulchin) Nuclear Power Plant Korea,Republic of Korea,Operating Fully,37.0931,129.383,6159,Pressurized Water Reactor (PWR),Kyong Sang Buk-do,National Grid,Korea Hydro and Nuclear Power Co.,,,"FRAM (FRAMATOME) for units 1 and 2, DHICKOPC (DOOSAN HEAVY INDUSTRIES & CONSTRUCTION CO.LTD./KOREA POWER ENGINEERING COMPANY) for units 3, 4, 5, and 6",Korea Hydro and Nuclear Power Co.,,,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=KR      (IAEA PRIS database)
Kori Nuclear Power Plant Korea,Republic of Korea,Operating Fully,35.3199,129.2948,2633,Pressurized Water Reactor (PWR),"Kyong Sang Nam-do, South Korea",National Grid,Korea Hydro and Nuclear Power Co.,,,"GEC, Gilbert, Bechtel, Hyundai",Korea Hydro and Nuclear Power Co.,,,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=KR    (IAEA PRIS database)
Shin-Kori Nuclear Power Plant South Korea,Republic of Korea,Operating Partially,35.32713,129.30174,3495,Pressurized Water Reactor (PWR),"Gori, Busan, South Korea",National Grid,Korea Hydro and Nuclear Power Co. (Until 2001 Korea Electric and Power Company (KEPCO)),,Government,Korea Power Engineering Company Inc; Hyundai Engineering and Construction Company; Daelim Industrial Co; SK Engineering and Construction Company,Korea Hydro & Nuclear Power,,,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=KR/
Shin-Wolsong Nuclear Power Plant South Korea,Republic of Korea,Operating Partially,35.7221,129.4786,2000,Pressurized Water Reactor (PWR),South Korea,National Grid,Korea Hydro and Nuclear Power Co.,,,,Korea Hydro and Nuclear Power Co.,,,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=KR
Wolsong Nuclear Power Plant Korea,Republic of Korea,Operating Fully,35.7111,129.4743,2811,Pressurized Heavy Water Reactor (PHWR),Kyong Sang Buk-do,National Grid,Korea Hydro and Nuclear Power Co.,,,"AECL (ATOMIC ENERGY OF CANADA LTD.) for unit 1, AECL/DHI (ATOMIC ENERGY OF CANADA LTD./DOOSAN HEAVY INDUSTRY & CONSTRUCTION) for units 2, 3, and 4",Korea Hydro and Nuclear Power Co.,,,https://www.iaea.org/PRIS/CountryStatistics/CountryDetails.aspx?current=KR      (IAEA PRIS database)
Cernavoda Nuclear Power Plant Romania,Romania,Please Select,44.321541510108,28.056844562861,1412,Please Select,,Please Select,Ministry of Economy and Commerce,,Government,AECL (ATOMIC ENERGY OF CANADA LTD.),SOCIETATEA NATIONALA NUCLEARELECTRICA S.A.,,,http://www.iaea.org/programmes/a2/      (IAEA PRIS Database)
Balakovo Nuclear Power Plant  Russia,Russian Federation,Please Select,52.093424488676,47.954411054607,4000,Pressurized Water Reactor (PWR),"Saratov, Russia",Regional Grid,Atomenergoprom (previously ROSENERGOATOM) www.atomenergoprom.ru,100,,FAEA (Federal Atomic Energy Agency),Energoatom (previously ROSENERGOATOM) www.rosenergoatom.ru,,,http://www.iaea.org/programmes/a2/  http://www-pub.iaea.org/MTCD/Publications/PDF/CNPP2015_CD/countryprofiles/Russia/Russia.htm
Beloyarskiy Nuclear Power Plant Russia,Russian Federation,Please Select,56.842071704426,61.321306228638,600,Please Select,"Sverdlovsk, Russia",Please Select,Atomenergoprom (previously ROSENERGOATOM) www.atomenergoprom.ru,100,,FAEA (Federal Atomic Energy Agency),Energoatom (previously ROSENERGOATOM) www.rosenergoatom.ru,,,http://www.iaea.org/programmes/a2/   http://www-pub.iaea.org/MTCD/Publications/PDF/CNPP2015_CD/countryprofiles/Russia/Russia.htm
Bilibino Nuclear Power Plant  Russia,Russian Federation,Please Select,68.056689609841,166.45803944297,48,Please Select,"Chukchi Autonomous Region, Russia",Please Select,Atomenergoprom (previously ROSENERGOATOM) www.atomenergoprom.ru,100,,FAEA (Federal Atomic Energy Agency),Energoatom (previously ROSENERGOATOM) www.rosenergoatom.ru,,,http://www.iaea.org/programmes/a2/   http://www-pub.iaea.org/MTCD/Publications/PDF/CNPP2015_CD/countryprofiles/Russia/Russia.htm
Kalinin Nuclear Power Plant Russia,Russian Federation,Operating Fully,57.905,35.0582,4000,Pressurized Water Reactor (PWR),"Tver Oblast, Saratov, Russia",National Grid,Atomenergoprom (previously ROSENERGOATOM) www.atomenergoprom.ru,100,Joint Stock Company,FAEA (Federal Atomic Energy Agency),Energoatom (previously ROSENERGOATOM) www.rosenergoatom.ru,,,http://www.iaea.org/programmes/a2/  http://www-pub.iaea.org/MTCD/Publications/PDF/CNPP2015_CD/countryprofiles/Russia/Russia.htm
Kola Nuclear Power Plant Russia,Russian Federation,Please Select,67.465869014336,32.480823772891,1360,Please Select,"Murmansk, Russia",Please Select,Atomenergoprom (previously ROSENERGOATOM) www.atomenergoprom.ru,100,,FAEA (Federal Atomic Energy Agency),Energoatom (previously ROSENERGOATOM) www.rosenergoatom.ru,,,http://www.iaea.org/programmes/a2/   http://www-pub.iaea.org/MTCD/Publications/PDF/CNPP2015_CD/countryprofiles/Russia/Russia.htm
Kursk Nuclear Power Plant Russia,Russian Federation,Please Select,51.675056493453,35.602716246638,4000,Please Select,"Kursk, Russia",Please Select,Atomenergoprom (previously ROSENERGOATOM) www.atomenergoprom.ru,100,,FAEA (Federal Atomic Energy Agency),Energoatom (previously ROSENERGOATOM) www.rosenergoatom.ru,,,http://www.iaea.org/programmes/a2/   http://www-pub.iaea.org/MTCD/Publications/PDF/CNPP2015_CD/countryprofiles/Russia/Russia.htm
Leningrad Nuclear Power Plant Russia,Russian Federation,Please Select,59.8401137843,29.033130395909,4000,Please Select,"Saint Petersberg, Russia",Please Select,Atomenergoprom (previously ROSENERGOATOM) www.atomenergoprom.ru,100,,FAEA (Federal Atomic Energy Agency),Energoatom (previously ROSENERGOATOM) www.rosenergoatom.ru,,,http://www.iaea.org/programmes/a2/  http://www-pub.iaea.org/MTCD/Publications/PDF/CNPP2015_CD/countryprofiles/Russia/Russia.htm
Novovoronezh Nuclear Power Plant Russia,Russian Federation,Please Select,51.275589505184,39.20149260211,1834,Please Select,"Voronezh, Russia",Please Select,Atomenergoprom (previously ROSENERGOATOM) www.atomenergoprom.ru,100,,FAEA (Federal Atomic Energy Agency),Energoatom (previously ROSENERGOATOM) www.rosenergoatom.ru,,,http://www.iaea.org/programmes/a2/   http://www-pub.iaea.org/MTCD/Publications/PDF/CNPP2015_CD/countryprofiles/Russia/Russia.htm
Rostov (Volgodonsk) Nuclear Power Plant Russia,Russian Federation,Operating Fully,47.5993,42.3717,2000,Pressurized Water Reactor (PWR),"Volgodonsk, Tostov, Russia",Regional Grid,Atomenergoprom (previously ROSENERGOATOM) www.atomenergoprom.ru,100,,FAEA (Federal Atomic Energy Agency),Energoatom (previously ROSENERGOATOM) www.rosenergoatom.ru,,,http://en.wikipedia.org/wiki/List_of_nuclear_power_plants_of_Europe_and_CIS
Smolensk Nuclear Power Plant Russia,Russian Federation,Please Select,54.16498422678,33.238663673401,3000,Please Select,"Smolensk, Russia",Please Select,Atomenergoprom (previously ROSENERGOATOM) www.atomenergoprom.ru,100,,FAEA (Federal Atomic Energy Agency),Energoatom (previously ROSENERGOATOM) www.rosenergoatom.ru,,,http://www.iaea.org/programmes/a2/   http://www-pub.iaea.org/MTCD/Publications/PDF/CNPP2015_CD/countryprofiles/Russia/Russia.htm
Bohunice Nuclear Power Plant Slovakia,Slovakia,Operating Partially,48.496,17.6816,880,Pressurized Water Reactor (PWR),"Trnava, Western Slovakia",National Grid,"Slovenské Elektrárne, A.S. (Units 3, 4)",100,,"AEE (ATOMENERGOEXPORT) for units 1 and 2, SKODA (SKODA CONCERN NUCLEAR POWER PLANT WORKS) for units 3 and 4","Slovenské Elektrárne, A.S. (Units 3, 4)",Úrad jadrového dozoru Slovenskej republiky,,http://www.iaea.org/programmes/a2/     (IAEA PRIS database)
Mochovce Nuclear Power Plant Slovakia,Slovakia,Operating Fully,48.2621,18.459,880,Pressurized Water Reactor (PWR),"Between the towns of Nitra and Levice, West Slovakia",National Grid,"Slovenske Elektrame, a.s.",,,SKODA CONCERN NUCLEAR POWER PLANT WORKS,"Slovenske Elektrame, a.s.",,,http://www.iaea.org/programmes/a2/    (IAEA PRIS database)
Krsko Nuclear Power Reactor Slovenia,Slovenia,Operating Fully,45.9389,15.516,730,Pressurized Water Reactor (PWR),"Krsko, Slovenia",National Grid,"Gen-Energija, a daughter company of the Slovenia state-owned Elektro-Slovenija (ELES)",50,Government,WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),NUKLEARNA ELEKTRARNA KRSKO,,,http://www.iaea.org/programmes/a2/    (IAEA PRIS database)
Koeberg Nuclear Power Plant South Africa,South Africa,Operating Fully,-33.6766,18.4322,1888,Pressurized Water Reactor (PWR),"30 km north of Cape Town, near Melkbosstrand, South Africa",National Grid,Eskom,,,"Framatome, Spie-Batignolles",Eskom,,,http://www.iaea.org/programmes/a2/      (IAEA PRIS database)
SAFARI-1 Research Reactor South Africa,South Africa,Please Select,-25.801629857981,27.948060035706,20,Please Select,"Pelindaba, Guateng, South Africa",Please Select,The South African Nuclear Energy Corporation NECSA (on behalf of South African Department of Minerals and Energy),,,,The South African Nuclear Energy Corporation (NECSA),,,http://www.rertr.anl.gov/RERTR29/Abstracts/S2-6_Piani.html
Almaraz Nuclear Power Plant Spain,Spain,Operating Fully,39.80705,-5.6986,2090,Pressurized Water Reactor (PWR),"Caceres, Spain",National Grid,Iberdrola,53,Private,"WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS), Empresarios Agrupados (Spain)",Centrales Nucleares Almaraz-Trillo (CNAT),,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Asco Nuclear Power Plant Spain,Spain,Operating Fully,41.2008,0.5679,2060,Pressurized Water Reactor (PWR),"Tarragone, Spain",National Grid,"ENDESA, S.A. (100% Unit 1 and 85% Unit 2)",,,"Bechtel, Initec, LyP",Asociacion Nuclear Asco-Vandellos (ANAV),,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Cofrentes Nuclear Power Plant Spain,Spain,Operating Fully,39.2134,-1.0509,1092,Boiling Water Reactor (BWR),"Valencia, Spain",National Grid,"IBERDROLA, S.A.",100,,GE (General Electric Company USA),"IBERDROLA, S.A.",,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Jose Cabrera ES-1 (Zorita) Nuclear Power Plant Spain (Shutdown),Spain,Decommissioned,40.3475,-2.88545,,Pressurized Water Reactor (PWR),"Almonacid de Zorita, Castile-La Mancha, Spain",Please Select,Union Fenosa SA,100,Government,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),UFG (UNION FENOSA GENERATION S.A.),,,http://www.iaea.org/programmes/a2/      (IAEA PRIS database)
Santa Maria de Garona Nuclear Power Plant Spain (Shutdown),Spain,Decommissioned,42.775,-3.2072,466,Boiling Water Reactor (BWR),"Burgos, Spain",National Grid,Endesa,50,,GE (General Electric Company USA),Nucleares del Norte (NUCLENOR) S.A.,,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Trillo Nuclear Power Plant Spain,Spain,Operating Fully,40.7016,-2.62265,1066,Pressurized Water Reactor (PWR),"Trillo, Guadalajara, Castile-La Mancha, Spain",National Grid,Iberdrola,48,,,Centrales Nucleares Almaraz-Trillo (CNAT),,,http://www.iaea.org/programmes/a2/   (IAEA PRIS database)
Vandellos Nuclear Power Plant Spain,Spain,Operating Fully,40.9508,0.8656,1087,Pressurized Water Reactor (PWR),"L\'Hospitalet del Infant, Catalonia, Spain",National Grid,Endesa,72,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),ANAV (Asociacion Nuclear Asco-Vandellos),,,http://www.iaea.org/programmes/a2/  (IAEA PRIS database)
Forsmark Nuclear Power Plant Sweden,Sweden,Operating Fully,60.40283,18.17435,3275,Boiling Water Reactor (BWR),"Upsala, Sweden",National Grid,Vattenfall owns 66% and E.ON and Middle Swedish Power Group own 8.5 and 25.5%,,,"ABBATOM (formerly ASEA-ATOM), Vattenfall",FORSMARK KRAFTGRUPP AB,,,http://www.iaea.org/programmes/a2/ (IAEA PRIS)
Oskarshamn Nuclear Power Plant Sweden,Sweden,Operating Fully,57.41297,16.66832,1400,Boiling Water Reactor (BWR),"Kalmar Lan, Sweden",National Grid,OKG AKTIEBOLAG,,,ABBATOM (ABBATOM (formerly ASEA-ATOM)),OKG AKTIEBOLAG,,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Ringhals Nuclear Power Plant Sweden,Sweden,Operating Fully,57.25737,12.10874,3832,Pressurized Water Reactor (PWR),"Varberg, Halland, Sweden",National Grid,Vattenfall (70.4 percent) and E.ON Nuclear Power Sweden AB (29.6 percent),,,"ABB-ATOM (formerly ASEA-ATOM) for unit 1, WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS) for units 2-4",Ringhals AB,,,http://www.iaea.org/programmes/a2/ (IAEA PRIS)
Beznau Nuclear Power Plant Switzerland,Switzerland,Operating Fully,47.552,8.2281,760,Pressurized Water Reactor (PWR),"Doettingen, Switzerland",National Grid,NORDOSTSCHWEIZERISCHE KRAFTWERKE,,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),NOK NORDOSTSCHWEIZERISCHE KRAFTWERKE,,,http://www.iaea.org/programmes/a2/  (IAEA PRIS database)
Goesgen Nuclear Power Plant Switzerland,Switzerland,Operating Fully,47.3656,7.9671,1020,Pressurized Water Reactor (PWR),"Soleure, Switzerland",National Grid,KERNKRAFTWERK GOESGEN-DAENIKEN AG,,,KWU (SIEMENS KRAFTWERK UNION AG),KERNKRAFTWERK GOESGEN-DAENIKEN AG,,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Leibstadt Nuclear Power Plant Switzerland,Switzerland,Operating Fully,47.601186071383,8.1844711303711,1220,Boiling Water Reactor (BWR),"Aargau, Switzerland",National Grid,KERNKRAFTWERK LEIBSTADT,,,GETSCO (GENERAL ELECTRIC TECHNICAL SERVICES CO.),KERNKRAFTWERK LEIBSTADT,,,http://www.iaea.org/programmes/a2/ (IAEA PRIS database)
Muehlberg Nuclear Power Plant Switzerland,Switzerland,Operating Fully,46.969,7.268,372,Boiling Water Reactor (BWR),"Bern, Switzerland",National Grid,BKW ENERGIE AG,,,GETSCO (GENERAL ELECTRIC TECHNICAL SERVICES CO.),BKW ENERGIE AG,,,)http://www.iaea.org/programmes/a2/ (IAEA PRIS database)
Khmelnitskiy Nuclear Power Plant Ukraine,Ukraine,Operating Fully,50.3023,26.6466,2000,Pressurized Water Reactor (PWR),"Netishin, Slavutsky district, Rivne, Ukraine",National Grid,National Nuclear Energy Generating Company Energoatom (NNEGC Energoatom),100,Government,"PAIP (PRODUCTION AMALGAMATION IZHORSKY PLANT  ATOMMASH,VOLGODONSK,RUSSIA)",National Nuclear Energy Generating Company Energoatom (NNEGC Energoatom),,,http://www.iaea.org/programmes/a2/   (IAEA PRIS)
Rovno (Rivne) Nuclear Power Plant Ukraine,Ukraine,Operating Fully,51.3245,25.89744,2835,Pressurized Water Reactor (PWR),"Kuznotsovsk, Rivne, West Ukraine",National Grid,National Nuclear Energy Generating Company Energoatom (NNEGC Energoatom),100,Government,"PAIP (PRODUCTION AMALGAMATION IZHORSKY PLANT  ATOMMASH,VOLGODONSK,RUSSIA) for unite 1-3, PAA (PRODUCTION AMALGAMATION \'ATOMMASH\', VOLGODONSK) for unit",National Nuclear Energy Generating Company Energoatom (NNEGC Energoatom),,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
South Ukraine Nuclear Power Plant Ukraine,Ukraine,Operating Fully,47.812,31.22,3000,Pressurized Water Reactor (PWR),"Yuzhnoukransk, Mykolayiv, South Ukraine",National Grid,National Nuclear Energy Generating Company Energoatom (NNEGC Energoatom),100,Government,"PAA (PRODUCTION AMALGAMATION \'ATOMMASH\', VOLGODONSK)",National Nuclear Energy Generating Company Energoatom (NNEGC Energoatom),,,http://www.iaea.org/programmes/a2/   (IAEA PRIS)
Zaporozhye Nuclear Power Plant Ukraine,Ukraine,Operating Fully,47.5119,34.5863,6000,Pressurized Water Reactor (PWR),"Vodyane, Zaporizhia, Southeastern Ukraine",National Grid,National Nuclear Energy Generating Company Energoatom (NNEGC Energoatom),100,Government,"PAIP (PRODUCTION AMALGAMATION IZHORSKY PLANT  ATOMMASH,VOLGODONSK,RUSSIA)",National Nuclear Energy Generating Company Energoatom (NNEGC Energoatom),,,http://www.iaea.org/programmes/a2/  (IAEA PRIS)
Dungeness A and B Nuclear Power Plant United Kingdom,United Kingdom,Please Select,50.913340000484,0.96397440033,1230,Please Select,"Kent, UK",Please Select,Energy du France EDF (acquired Bristish Energy in Sept 2008),,,APC (ATOMIC POWER CONSTRUCTION LTD.),Energy du France EDF (acquired Bristish Energy in Sept 2008),,,http://www.iaea.org/programmes/a2/    (IAEA PRIS database)
Hartlepool Nuclear Power Plant United Kingdom,United Kingdom,Please Select,54.634077703984,-1.1801377144796,1310,Please Select,"Durham, UK",Please Select,BRITISH ENERGY,,,NPC (NUCLEAR POWER CO. LTD.),Energy du France EDF (acquired Bristish Energy in Sept 2008),,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Heysham Nuclear Power Plant United Kingdom,United Kingdom,Please Select,54.028501322307,-2.9159604878943,2610,Please Select,"Lancashire, UK",Please Select,Energy du France EDF (acquired Bristish Energy in Sept 2008),,,NPC (NUCLEAR POWER CO. LTD.),Energy du France EDF (acquired Bristish Energy in Sept 2008),,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Hinkley Point B Nuclear Power Plant United Kingdom,United Kingdom,Please Select,51.208523466562,-3.1334209442139,1310,Please Select,"Somerset, UK",Please Select,Energy du France EDF (acquired Bristish Energy in Sept 2008),,,TNPG (THE NUCLEAR POWER GROUP LTD.),Energy du France EDF (acquired Bristish Energy in Sept 2008),,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Hunterston-B Nuclear Power Plant United Kingdom,United Kingdom,Please Select,55.72041521419,-4.8963832855225,1288,Please Select,"Ayrshire, UK",Please Select,British Energy Group Plc,,,TNPG (THE NUCLEAR POWER GROUP LTD.),BRITISH ENERGY,,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Oldbury Nuclear Power Plant United Kingdom (Shutdown),United Kingdom,Decommissioned,51.6485,-2.57085,,Gas Cooled Reactor (GCR),"Gloucesteershire, UK",National Grid,NUCLEAR DECOMMISSIONING AUTHORITY,,,TNPG (THE NUCLEAR POWER GROUP LTD.),BRITISH NUCLEAR FUELS LIMITED,,,http://www.iaea.org/programmes/a2/ (IAEA PRIS)
Sizewell A Nuclear Power Plant UK (Shutdown),United Kingdom,Please Select,52.214434635392,1.6189281299449,,Please Select,"Lieston, Suffolk, UK",Please Select,NUCLEAR DECOMMISSIONING AUTHORITY,,,EE/B&W/T (THE ENGLISH ELECTRIC CO. LTD / BABCOCK & WILCOX CO. / TAYLOR WOODROW CONSTRUCTION,BRITISH NUCLEAR FUELS LIMITED,,,http://www.iaea.org/programmes/a2/    (IAEA PRIS database)
Sizewell B Nuclear Power Plant United Kingdom,United Kingdom,Please Select,52.214514567759,1.6206043554312,1250,Please Select,"Suffolk, UK",Please Select,Energy du France EDF (acquired Bristish Energy in Sept 2008),,,PPC (PWR POWER PROJECTS),Energy du France EDF (acquired Bristish Energy in Sept 2008),,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Torness Nuclear Power Plant United Kingdom,United Kingdom,Please Select,55.967898122483,-2.4085721618143,1364,Please Select,"East Lothian, UK",Please Select,Energy du France EDF (acquired Bristish Energy in Sept 2008),,,NNC (NATIONAL NUCLEAR CORPORATION),Energy du France EDF (acquired Bristish Energy in Sept 2008),,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Wylfa Nuclear Power Plant United Kingdom,United Kingdom,Please Select,53.41673987224,-4.4822274914078,1080,Please Select,"Wales, UK",Please Select,NUCLEAR DECOMMISSIONING AUTHORITY,,,,BRITISH NUCLEAR FUELS LIMITED,,,(IAEA PRIS)http://www.iaea.org/programmes/a2/
Arkansas Nuclear Power Plant United States of America,United States of America,Please Select,35.310371846484,-93.231446951402,1920,Please Select,"6 MI WNW of Russellville,  Arkansas, USA",Please Select,Alabama Power Co ,100,,"B&W (BABCOCK & WILCOX CO.) for unit 1, CE (COMBUSTION ENGINEERING CO.) for unit 2","Entergy Arkansas, Inc. for unit 1, ENTERGY (ENTERGY NUCLEAR) for unit 2",,,http://www.nrc.gov/info-finder/reactor/
Beaver Valley Nuclear Power Plant United States of America,United States of America,Please Select,40.622966263099,-80.431996922388,1856,Please Select,"17 MI W of McCandless,  Pennsylvania, USA",Please Select,Tennessee Valley Authority ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),FIRST ENERGY NUCLEAR OPERATING CO.,,,http://www.nrc.gov/info-finder/reactor/
Braidwood Nuclear Power Plant United States of America,United States of America,Please Select,41.243442477718,-88.229688098981,2453,Please Select,"24 MI SSW of Joilet,  Illinois, USA",Please Select,Alabama Power Co ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),Exelon Generation,,,http://www.nrc.gov/info-finder/reactor/
Browns Ferry Nuclear Power Plant United States of America,United States of America,Please Select,34.704870805944,-87.118589833445,3702,Please Select,"Alabama, USA",Please Select,TENNESSEE VALLEY AUTHORITY,,Private,GE (GENERAL ELECTRIC CO.),TENNESSEE VALLEY AUTHORITY,,,http://www.iaea.org/programmes/a2/ (IAEA PRIS database)
Brunswick Nuclear Power Plant United States of America,United States of America,Please Select,33.958457841968,-78.01024027297,1979,Please Select,"2 MI N of Southport,  North Carolina, USA",Please Select,"Progress Energy Carolinas, Inc.",,,GE,"Progress Energy Carolinas, Inc.",,,http://www.nrc.gov/info-finder/reactor/
Byron Nuclear Power Plant United States of America,United States of America,Please Select,42.074360397583,-89.282392438084,2421,Please Select,"17 MI SW of Rockford,  Illinois, USA",Please Select,Alabama Power Co ,100,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),Exelon Generation,,,http://www.nrc.gov/info-finder/reactor/
Callaway Nuclear Power Plant United States of America,United States of America,Please Select,38.761646438889,-91.778154373169,1236,Please Select,"10 MI SE of Fulton,  Missouri, USA",Please Select,Union Electric Co.,,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),AMERGEN ENERGY GENERATING CO.,,,http://www.nrc.gov/info-finder/reactor/
Calvert Cliffs Nuclear Power Plant United States of America,United States of America,Please Select,38.434809268383,-76.441446215849,1827,Please Select,"40 MI S of Annapolis,  Maryland, USA",Please Select,CONSTELLATION Energy Group,,,CE (COMBUSTION ENGINEERING CO.),Calvert Cliffs Nuclear Power Plant Inc.,,,http://www.nrc.gov/info-finder</reactor/
Catawba Nuclear Power Plant United States of America,United States of America,Please Select,35.051617671176,-81.070000863067,2376,Please Select,"6 MI NNW of Rock Hill,  South Carolina, USA",Please Select,CLECO Power LLC ,50,,WH (WESTINGHOUSE ELECTRIC CORPORATION AND SIEMENS),DUKE POWER CO.,,,http://www.nrc.gov/info-finder/reactor/
Clinton Nuclear Power Plant United States of America,United States of America,Please Select,40.172233261304,-88.835084438324,1098,Please Select,"6 MI E of Clinton,  Illinois, USA",Please Select,Alabama Power Co ,100,,GE (GENERAL ELECTRIC CO.),Amergen Energy Generating Co.,,,http://www.nrc.gov/info-finder/reactor/
